ID,Gender,Ever_Married,Age,Graduated,Profession,Income,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
463812,Female,Yes,27,Yes,Artist,539,0,Average,2,Cat_4,B
465569,Male,Yes,35,Yes,Artist,598,1,High,3,Cat_6,A
466333,Female,Yes,41,Yes,Artist,516,1,Average,2,Cat_6,C
467668,Female,Yes,49,Yes,Artist,620,,Average,3,Cat_7,C
462723,Female,Yes,46,No,Artist,599,8,Average,2,Cat_6,B
460909,Female,No,31,No,Healthcare,851,,Low,2,Cat_6,D
467777,Male,No,49,Yes,Doctor,1376,,Low,1,Cat_6,C
462404,Female,No,26,Yes,Artist,515,9,Low,1,Cat_6,A
461799,Male,Yes,43,Yes,Doctor,1425,13,High,2,Cat_6,B
459933,Female,Yes,30,Yes,Artist,568,8,Low,4,Cat_6,A
463717,Female,Yes,70,Yes,Artist,658,1,Average,4,Cat_6,C
463652,Female,No,28,Yes,Artist,618,,Low,1,Cat_6,D
462149,Female,Yes,89,No,Lawyer,1031,3,High,1,Cat_6,D
462769,Female,Yes,42,No,Homemaker,600,6,High,4,Cat_6,B
465532,Female,Yes,37,Yes,Entertainment,629,6,Average,3,Cat_4,A
462829,Male,Yes,29,No,Executive,1559,1,Average,3,Cat_6,D
459210,Female,Yes,68,Yes,Artist,546,1,High,2,Cat_6,C
464659,Female,No,25,No,Engineer,1642,1,Low,1,Cat_4,D
461411,Male,No,29,No,Healthcare,869,1,Low,,Cat_6,D
467759,Female,Yes,48,Yes,Doctor,1332,0,Low,2,Cat_6,C
461475,Female,Yes,51,Yes,Doctor,1447,1,Average,3,Cat_1,C
462714,Female,Yes,40,Yes,Engineer,1650,1,High,5,Cat_2,B
466890,Male,Yes,47,Yes,Artist,631,0,Average,6,Cat_7,B
462888,Male,Yes,39,Yes,Executive,1319,,High,3,Cat_6,B
467479,Male,Yes,35,Yes,Executive,1373,1,Average,4,Cat_6,C
466799,Female,No,19,No,Healthcare,830,2,Low,3,Cat_6,D
466557,Female,No,21,No,Healthcare,804,7,Low,,Cat_6,D
460873,Male,Yes,46,Yes,Entertainment,680,0,Average,3,Cat_4,B
466776,Male,Yes,86,Yes,Lawyer,1095,0,Low,1,Cat_6,B
459462,Male,Yes,66,Yes,Artist,594,0,High,2,Cat_6,B
465727,Male,No,42,No,Marketing,749,1,Low,5,Cat_4,D
462348,Female,Yes,73,Yes,Lawyer,1090,1,High,2,Cat_6,B
460941,Male,Yes,72,No,Engineer,1558,1,Low,1,Cat_6,A
461629,Male,Yes,53,Yes,Artist,618,0,Low,3,Cat_6,B
459907,Female,Yes,39,Yes,Artist,519,8,Average,2,Cat_6,C
467146,Female,No,27,No,Homemaker,531,9,Low,1,Cat_6,D
460916,Male,Yes,63,No,Entertainment,754,1,Average,,Cat_6,B
459196,Female,No,23,No,Healthcare,882,1,Low,3,Cat_4,D
465444,Female,No,30,Yes,Entertainment,617,0,Low,4,Cat_6,B
464186,Female,Yes,39,Yes,Artist,508,5,Average,2,Cat_6,C
466412,Male,Yes,26,Yes,Artist,670,1,Average,3,Cat_6,B
459480,Female,Yes,50,Yes,Entertainment,670,7,Low,3,Cat_6,A
467880,Female,Yes,45,Yes,Artist,582,1,Average,2,Cat_6,C
460216,Female,No,62,No,Entertainment,661,2,Low,1,Cat_6,A
467941,Female,No,27,Yes,Doctor,1477,1,Low,3,Cat_6,A
466090,Male,Yes,57,Yes,Entertainment,766,1,Low,,Cat_6,A
462572,Female,Yes,30,No,Engineer,1604,1,Average,7,Cat_4,A
467443,Male,No,32,No,Healthcare,840,7,Low,4,Cat_3,A
462548,Male,No,18,,Executive,1329,,Low,5,Cat_4,A
459701,Male,No,47,No,Artist,560,3,Low,3,Cat_5,B
461139,Female,No,32,Yes,Artist,543,4,Low,4,Cat_2,A
461115,Female,Yes,32,No,Engineer,1761,5,Low,3,Cat_1,A
459027,Male,Yes,67,Yes,Doctor,1375,1,Average,4,Cat_6,B
467340,Female,Yes,77,Yes,Lawyer,1004,0,High,2,Cat_6,C
461410,Male,Yes,79,No,,1004,0,Average,2,,C
460857,Male,No,31,No,Entertainment,743,1,Low,1,Cat_4,A
464300,Male,Yes,42,Yes,Artist,601,0,Low,3,Cat_4,A
460532,Female,No,18,No,,601,0,Low,6,Cat_6,D
463287,Male,Yes,50,Yes,Artist,511,1,Average,4,Cat_2,C
461392,Male,Yes,71,Yes,Artist,675,0,Average,5,Cat_6,C
461546,Female,Yes,72,No,Lawyer,1036,1,Low,3,Cat_6,A
467780,Male,Yes,47,Yes,Artist,644,,Low,3,Cat_6,A
462130,Male,Yes,45,Yes,Artist,685,9,Average,2,Cat_6,C
464684,Female,No,40,No,Engineer,1750,9,Low,5,Cat_4,A
462276,Female,No,36,Yes,Engineer,1526,4,Low,1,Cat_6,A
462142,Female,No,42,Yes,Artist,591,,Low,1,Cat_6,B
462417,Male,No,30,No,Healthcare,861,4,Low,4,Cat_6,D
466463,Female,No,29,Yes,Healthcare,804,2,Low,4,Cat_4,B
464736,Male,No,28,Yes,Engineer,1648,0,Low,5,Cat_4,D
467520,Male,,22,No,Healthcare,812,,Low,2,Cat_6,D
459835,Male,Yes,85,No,Lawyer,1009,,Low,1,Cat_6,D
463855,Female,Yes,40,Yes,Artist,525,1,Average,2,Cat_6,C
460344,Female,Yes,52,Yes,Artist,663,14,Average,2,Cat_6,C
466211,Male,Yes,47,Yes,Artist,571,0,Low,,Cat_6,C
460139,Male,No,26,No,Artist,509,6,Low,6,Cat_5,D
464126,Female,No,55,Yes,Marketing,742,3,Low,1,Cat_6,B
461286,Female,No,20,No,Doctor,1474,4,Low,4,Cat_6,D
461621,Female,Yes,87,Yes,Lawyer,1100,0,High,2,Cat_6,C
460163,Male,No,28,No,Healthcare,824,0,Low,2,Cat_4,A
461958,Male,No,38,No,Artist,690,2,Low,2,Cat_3,A
464875,Male,Yes,42,No,Entertainment,704,1,Low,2,Cat_4,B
464791,Male,Yes,42,No,Marketing,771,0,High,6,Cat_4,A
464579,Female,No,29,No,Engineer,1791,1,Low,4,Cat_6,D
463531,Male,No,32,Yes,Doctor,1425,0,Low,4,Cat_6,A
462651,Male,Yes,38,No,Executive,1528,,High,5,Cat_4,D
465486,Female,Yes,59,No,Artist,581,1,High,2,Cat_6,C
460882,Male,No,22,No,Healthcare,801,0,Low,2,Cat_3,D
467162,Female,No,26,No,Homemaker,538,9,Low,,Cat_4,D
461298,Female,Yes,78,Yes,Artist,569,1,High,2,Cat_6,C
461595,Female,No,32,Yes,Healthcare,802,0,Low,3,Cat_4,A
459260,Male,Yes,37,Yes,Artist,618,0,Average,4,Cat_7,C
462772,Male,Yes,37,Yes,Healthcare,848,1,High,4,Cat_6,B
462941,Male,No,67,No,Lawyer,1098,,Low,2,Cat_6,D
459143,Male,Yes,47,No,Artist,650,0,High,4,Cat_6,B
464532,Female,Yes,68,Yes,Lawyer,1089,0,High,2,Cat_6,A
460056,Male,No,30,Yes,Healthcare,887,3,Low,5,Cat_1,C
466761,Female,Yes,48,Yes,Entertainment,766,2,Low,1,Cat_1,A
465469,Female,No,43,Yes,Artist,636,6,Low,1,Cat_6,C
461886,Male,Yes,33,Yes,Healthcare,858,9,Low,2,Cat_6,D
465680,Male,Yes,31,No,Healthcare,832,0,Average,5,Cat_4,D
459316,Male,Yes,32,Yes,Healthcare,866,1,Low,2,Cat_6,D
465609,Female,No,21,No,Healthcare,897,1,Low,4,Cat_2,D
467009,Female,No,29,No,Homemaker,547,2,Low,4,Cat_3,D
461766,Female,Yes,35,Yes,Artist,683,1,Low,2,Cat_4,A
464938,Male,Yes,46,No,Artist,541,0,Low,3,Cat_4,A
462034,Female,Yes,38,Yes,Artist,612,9,High,2,Cat_2,B
464049,Female,No,32,Yes,Healthcare,832,1,Low,3,Cat_6,C
467925,Female,No,28,Yes,Artist,540,3,Low,7,Cat_2,A
463711,Female,Yes,68,Yes,Lawyer,1007,3,Low,1,Cat_6,A
463846,Female,Yes,45,Yes,Artist,650,4,Low,1,Cat_6,C
462064,Male,Yes,58,Yes,Artist,624,0,Average,3,Cat_7,C
463249,Male,No,28,No,Entertainment,783,1,Low,2,Cat_7,A
464217,Female,No,32,No,Healthcare,841,12,Low,3,Cat_6,A
463378,Male,No,30,Yes,Doctor,1394,1,Low,1,Cat_3,B
463035,Female,Yes,42,No,Homemaker,525,3,Average,4,Cat_6,D
459656,Male,No,22,No,,525,,Low,6,Cat_1,D
463114,Male,No,41,Yes,Artist,669,,Low,3,Cat_6,C
465309,Female,No,18,No,Healthcare,826,6,Low,4,Cat_7,D
462688,Female,Yes,29,Yes,Healthcare,829,8,Low,3,Cat_3,D
459255,Female,No,33,Yes,Healthcare,888,0,Low,3,Cat_6,A
467385,Male,No,47,No,Artist,563,1,Low,,Cat_4,A
467492,Female,Yes,57,Yes,Doctor,1375,1,Low,2,Cat_7,A
460789,Male,Yes,36,Yes,Executive,1536,1,Low,3,Cat_6,D
467307,Male,Yes,57,Yes,Executive,1597,1,High,3,Cat_6,C
464026,Male,No,18,No,Healthcare,869,1,Low,2,Cat_6,D
464645,Male,,52,Yes,Artist,590,1,Average,5,Cat_4,C
462493,Male,Yes,52,Yes,Artist,674,1,Average,6,Cat_6,C
460685,Male,No,51,,Artist,667,6,Low,4,Cat_4,B
460452,Female,Yes,37,Yes,Entertainment,800,0,Average,2,Cat_1,B
459322,Male,No,36,Yes,Marketing,752,0,Low,1,Cat_6,A
464066,Female,No,29,Yes,Healthcare,843,9,Low,3,Cat_4,A
461114,Male,Yes,45,Yes,Artist,558,1,Average,4,Cat_3,C
465165,Male,No,61,Yes,Artist,596,0,Low,1,Cat_6,B
464526,Male,Yes,52,Yes,Entertainment,705,1,Average,4,Cat_6,A
460666,Female,Yes,49,Yes,Homemaker,542,14,Low,1,Cat_6,A
465417,Male,Yes,40,Yes,Entertainment,689,,Average,2,Cat_4,B
464096,Female,No,31,No,Healthcare,875,1,Low,5,Cat_4,C
464891,Male,Yes,42,No,Entertainment,757,1,Low,3,Cat_4,A
460107,Male,Yes,51,Yes,Engineer,1793,1,Average,5,Cat_6,C
467708,Female,No,42,Yes,Healthcare,865,8,Low,1,Cat_7,D
461873,Male,No,29,Yes,Doctor,1372,1,Low,4,Cat_6,C
465181,Female,No,33,Yes,Healthcare,875,8,Low,1,Cat_4,A
467204,Male,No,27,Yes,Healthcare,867,,Low,3,Cat_6,D
467320,Female,No,21,No,Healthcare,885,0,Low,4,Cat_2,D
459468,Male,Yes,35,No,Artist,538,9,Average,3,Cat_6,B
467316,Female,No,42,Yes,Doctor,1380,0,Low,1,Cat_6,A
466182,Female,No,41,Yes,Artist,505,2,Low,1,Cat_6,C
463757,Male,No,39,Yes,Artist,547,0,Low,3,Cat_6,B
462314,Female,No,28,No,Doctor,1361,14,Low,1,Cat_6,A
466392,Female,Yes,45,Yes,Engineer,1725,3,Average,,Cat_3,B
466652,Female,Yes,61,Yes,Doctor,1340,1,Average,2,Cat_6,B
461664,Male,Yes,62,Yes,Artist,682,0,Average,4,Cat_6,C
464105,Male,Yes,65,Yes,Entertainment,715,1,Average,2,Cat_6,C
466790,Male,Yes,45,Yes,Doctor,1369,1,Average,2,Cat_3,A
463844,Female,Yes,26,Yes,Engineer,1500,9,Low,2,Cat_6,B
462913,Female,No,25,Yes,Artist,613,4,Low,5,Cat_6,C
465541,Female,Yes,45,Yes,Artist,700,1,Average,4,Cat_7,C
459149,Male,Yes,43,No,Executive,1526,0,High,4,Cat_6,B
464508,Male,Yes,49,Yes,Executive,1481,1,High,3,Cat_6,C
458999,Male,Yes,55,Yes,Artist,631,1,Average,2,Cat_6,C
459947,Female,No,37,Yes,Artist,575,3,Low,1,Cat_6,B
465500,Male,Yes,65,Yes,Entertainment,725,1,High,2,Cat_6,C
466009,Female,No,32,No,,725,10,Low,5,Cat_6,C
466338,Female,No,39,No,Engineer,1680,0,Low,3,Cat_4,A
465122,Female,Yes,40,Yes,Artist,557,2,Average,2,Cat_6,C
465230,Male,Yes,72,Yes,Entertainment,715,1,Average,3,Cat_6,C
466369,Female,No,38,No,Homemaker,589,5,Low,1,Cat_2,B
463939,Male,No,26,No,Marketing,721,0,Low,5,Cat_6,D
460825,Male,No,30,Yes,Doctor,1409,1,Low,3,Cat_4,D
461125,Male,Yes,51,Yes,Homemaker,501,1,Low,,Cat_4,A
463471,Male,No,57,Yes,Marketing,765,1,Low,4,Cat_7,A
467415,Female,No,31,Yes,Healthcare,871,1,Low,1,Cat_6,D
465879,Male,No,39,Yes,Artist,521,0,Low,1,Cat_6,A
463961,Female,No,30,No,Engineer,1685,0,Low,4,Cat_4,A
462634,Female,Yes,43,No,Artist,600,0,Average,3,Cat_4,A
463622,Male,No,27,Yes,Healthcare,828,8,Low,1,Cat_3,C
466624,Female,Yes,46,No,Artist,630,0,Average,4,Cat_3,C
467785,Male,Yes,43,No,Artist,644,1,Low,2,Cat_6,B
461928,Male,Yes,69,Yes,Lawyer,1080,,Low,1,,A
460578,Male,Yes,28,No,Entertainment,766,8,Average,4,Cat_7,D
460198,Male,No,43,Yes,Entertainment,768,9,Low,1,Cat_6,D
467468,Female,No,27,No,Healthcare,888,,Low,5,Cat_7,D
463581,Female,No,28,Yes,Healthcare,848,1,Low,3,Cat_6,D
463968,Male,No,33,No,Artist,619,,Low,4,Cat_6,D
465414,Female,No,30,No,Engineer,1742,0,Low,1,,B
464574,Male,No,58,No,Healthcare,870,4,Low,2,Cat_6,D
462312,Female,No,38,Yes,Engineer,1673,8,Low,4,Cat_6,A
467971,Female,No,31,Yes,Artist,605,1,Low,4,Cat_6,D
464746,Male,Yes,32,No,Executive,1417,4,Average,5,Cat_4,D
459298,Male,Yes,45,Yes,Artist,541,4,Average,4,Cat_6,C
466414,Male,Yes,66,Yes,Artist,557,1,Low,3,Cat_6,A
460773,Female,Yes,51,Yes,Artist,625,1,Average,3,Cat_6,C
461594,Female,Yes,59,Yes,Artist,558,,Average,2,Cat_6,C
462713,Female,No,40,Yes,Engineer,1670,,Low,1,Cat_3,B
465163,Male,Yes,46,Yes,Artist,597,11,Average,5,Cat_6,C
462222,Male,No,20,No,Healthcare,872,1,Low,6,Cat_4,D
459342,Female,Yes,84,No,Lawyer,1086,1,High,2,Cat_6,C
463006,Female,No,41,Yes,Marketing,764,,Low,1,Cat_6,D
463029,Male,Yes,51,No,Artist,566,,Average,3,Cat_6,C
460767,Male,Yes,57,Yes,Entertainment,777,8,Average,5,Cat_2,A
464319,Female,No,33,No,Doctor,1470,0,Low,1,Cat_6,A
462828,Male,No,25,No,Marketing,776,3,Low,3,Cat_5,D
459873,Male,Yes,55,Yes,Artist,671,,Average,3,Cat_4,A
461608,Female,Yes,56,Yes,Executive,1477,,High,4,Cat_1,A
465155,Male,Yes,77,Yes,Lawyer,1086,1,Low,1,Cat_6,C
461704,Male,Yes,30,Yes,Healthcare,882,1,Low,2,Cat_6,A
464826,Male,No,23,No,Healthcare,878,6,Low,5,Cat_4,D
462677,Female,No,43,Yes,Artist,603,2,Low,4,Cat_6,B
465006,Male,No,39,Yes,Entertainment,703,5,Low,1,Cat_6,A
463483,Male,Yes,29,No,Executive,1507,1,High,2,Cat_6,D
459816,Male,Yes,37,Yes,Doctor,1326,,Low,2,Cat_6,D
459002,Female,Yes,45,No,Engineer,1502,2,Low,2,Cat_6,D
465990,Male,Yes,48,No,Executive,1548,2,High,2,Cat_2,D
466044,Male,Yes,27,No,Entertainment,739,0,Average,4,Cat_6,A
461163,Female,Yes,60,No,Entertainment,679,9,Low,4,Cat_3,B
467106,Male,Yes,45,Yes,Entertainment,719,4,Average,3,Cat_2,B
467373,Male,No,31,Yes,Healthcare,877,,Low,1,Cat_6,D
461256,Male,No,33,No,Doctor,1353,1,Low,4,Cat_4,C
466522,Male,,18,No,,1353,6,High,4,Cat_3,D
459010,Female,Yes,48,Yes,Artist,536,,Average,3,Cat_6,B
466537,Female,Yes,83,No,Lawyer,1011,,Low,2,Cat_6,A
459046,Male,Yes,57,Yes,Executive,1422,,Low,4,Cat_2,A
459335,Male,No,26,Yes,Healthcare,875,,Low,3,Cat_1,D
462695,Male,Yes,51,Yes,Artist,565,8,Low,5,Cat_6,A
466208,Male,Yes,67,No,Executive,1520,2,High,1,Cat_6,C
462128,Male,Yes,38,Yes,Artist,559,9,Average,2,Cat_6,C
467329,Female,No,40,Yes,Doctor,1396,0,Low,1,Cat_6,C
461609,Female,Yes,45,Yes,Artist,647,5,Average,2,Cat_6,B
464470,Male,Yes,48,Yes,Artist,502,0,Average,4,Cat_6,C
462705,Female,Yes,69,No,Lawyer,1004,0,Average,2,Cat_6,C
465255,Male,No,21,No,Healthcare,830,9,Low,5,Cat_6,D
462536,Female,Yes,48,No,Engineer,1628,1,High,,Cat_6,B
461186,Female,No,18,No,Healthcare,804,,Low,3,Cat_3,D
466018,Male,Yes,72,Yes,Artist,552,0,Low,3,Cat_4,C
461385,Male,Yes,85,No,Lawyer,1020,,Low,1,Cat_6,D
459115,Female,No,21,No,Marketing,789,1,Low,5,Cat_4,D
461263,Female,Yes,48,Yes,Artist,515,1,Low,1,Cat_4,A
460027,Female,No,37,Yes,Entertainment,787,6,Low,,Cat_6,A
460366,Male,No,28,No,Healthcare,874,1,Low,5,Cat_4,D
464106,Male,Yes,55,Yes,Entertainment,775,1,Low,2,Cat_6,A
465696,Female,No,56,Yes,Artist,538,0,Low,2,Cat_6,C
461627,Male,Yes,50,Yes,Doctor,1369,1,Low,2,Cat_6,C
467963,Male,No,21,No,Healthcare,820,1,Low,4,Cat_6,D
462437,Male,No,18,No,Healthcare,878,0,Low,6,Cat_6,D
467543,Male,Yes,68,Yes,Lawyer,1079,0,High,2,Cat_6,B
465206,Male,Yes,47,Yes,Artist,524,13,Low,1,Cat_6,C
463040,Male,Yes,75,No,Lawyer,1068,1,High,2,Cat_6,B
461668,Male,Yes,50,Yes,Artist,575,3,Average,4,Cat_2,C
461955,Male,No,31,Yes,Healthcare,848,0,Low,4,Cat_6,D
467139,Female,No,30,Yes,Artist,635,0,Low,3,Cat_6,A
459366,Female,Yes,41,Yes,Artist,691,0,Low,4,Cat_6,A
460689,Male,Yes,41,,Executive,1344,6,High,2,Cat_3,A
462167,Female,Yes,35,No,Healthcare,854,2,Low,1,Cat_6,A
466752,Male,Yes,37,Yes,Healthcare,895,0,Low,1,Cat_6,D
462778,Male,Yes,60,Yes,Entertainment,639,0,Low,,Cat_6,D
466902,Male,Yes,50,Yes,Doctor,1356,0,Average,3,Cat_6,C
459534,Male,Yes,36,Yes,Artist,679,0,Average,2,Cat_6,C
463399,Female,No,26,No,Marketing,735,3,Low,3,Cat_3,A
465538,Male,Yes,62,No,,735,7,High,2,Cat_6,D
464878,Male,No,22,No,Healthcare,839,0,Low,4,Cat_4,D
467599,Female,No,19,No,Healthcare,899,0,Low,3,Cat_6,D
466226,Female,Yes,45,Yes,Artist,557,0,Average,5,Cat_6,C
463576,Female,No,31,No,Doctor,1435,0,Low,4,Cat_6,D
464911,Male,Yes,56,Yes,Artist,592,0,Average,3,Cat_4,C
466457,Female,Yes,62,,Lawyer,1054,8,Low,5,Cat_6,A
463909,Female,No,25,Yes,Healthcare,898,1,Low,3,Cat_6,B
466099,Female,Yes,73,Yes,Lawyer,1090,1,Low,1,Cat_6,B
464427,Male,Yes,62,Yes,Doctor,1397,1,Average,4,Cat_3,C
463951,Male,Yes,46,No,Entertainment,606,0,Average,3,Cat_6,A
465638,Female,Yes,51,Yes,Artist,577,,Low,,Cat_3,C
465289,Male,Yes,25,Yes,Executive,1454,1,High,2,Cat_6,A
466718,Male,Yes,66,,Executive,1495,0,High,2,Cat_6,B
464219,Male,No,27,Yes,Marketing,739,1,Low,2,Cat_3,A
467098,Male,Yes,87,No,Executive,1391,1,Low,2,Cat_6,A
467451,Female,Yes,47,Yes,Artist,615,0,Low,1,Cat_1,A
465137,Male,Yes,57,Yes,Artist,600,1,Average,4,Cat_6,C
462289,Male,Yes,60,Yes,Artist,541,0,Average,4,Cat_3,A
467459,Male,Yes,40,Yes,Executive,1484,,High,5,Cat_6,B
460308,Female,No,32,Yes,Doctor,1451,7,Low,,Cat_2,A
467647,Male,No,28,Yes,Healthcare,843,2,Low,3,Cat_6,D
459803,Male,No,39,Yes,Doctor,1382,4,Low,3,Cat_6,C
465972,Female,No,47,Yes,Marketing,788,9,Low,1,Cat_6,D
459414,Female,No,39,Yes,,788,8,Low,,Cat_6,C
466173,Male,No,28,No,Entertainment,642,1,Low,,Cat_3,A
464136,Male,Yes,69,Yes,Artist,679,0,Average,3,Cat_6,A
459286,Female,No,42,Yes,Artist,609,0,Low,1,Cat_6,D
463580,Female,Yes,46,Yes,Engineer,1788,1,Low,1,Cat_6,D
466636,Female,No,23,No,Marketing,724,3,Low,3,Cat_6,C
461064,Male,No,45,Yes,Artist,603,1,Low,5,Cat_6,C
461597,Female,Yes,38,Yes,Doctor,1444,1,Average,4,Cat_6,B
458990,Female,Yes,71,No,Lawyer,1004,1,High,3,Cat_6,D
461351,Female,No,26,No,Doctor,1397,0,Low,2,Cat_6,D
464420,Female,Yes,60,Yes,Artist,597,8,High,2,Cat_6,C
462060,Female,Yes,46,Yes,Artist,518,1,Average,2,Cat_6,C
465707,Male,Yes,39,Yes,Entertainment,752,1,Average,4,Cat_3,C
463733,Female,No,18,No,Healthcare,840,1,Low,3,Cat_6,D
463960,Male,Yes,26,Yes,Doctor,1485,1,Average,2,Cat_7,A
462395,Male,Yes,53,Yes,Artist,564,1,High,2,Cat_6,D
461015,Male,Yes,40,Yes,Entertainment,718,1,Average,2,Cat_3,C
464965,Male,Yes,76,No,Executive,1303,,Low,7,Cat_4,D
466267,Male,Yes,26,Yes,Entertainment,678,0,Average,3,Cat_3,A
464056,Female,Yes,65,Yes,Artist,532,0,Average,2,Cat_6,C
465898,Female,No,37,Yes,Artist,504,12,Low,2,Cat_6,A
465361,Male,No,25,No,Healthcare,862,0,Low,4,Cat_3,C
461394,Female,No,21,No,Engineer,1674,0,Low,5,Cat_2,D
466269,Female,No,25,No,Healthcare,887,0,Low,4,Cat_2,D
466213,Male,No,23,No,Healthcare,847,4,Low,5,Cat_6,D
465550,Female,No,30,Yes,Healthcare,850,1,Low,6,Cat_3,D
463451,Female,No,30,No,Doctor,1490,0,Low,4,Cat_6,D
463877,Male,Yes,42,No,Entertainment,777,0,Average,4,Cat_4,A
459499,Female,Yes,81,No,Lawyer,1052,,High,2,Cat_6,D
463876,Male,Yes,49,Yes,Entertainment,729,1,Average,5,Cat_6,C
465448,Male,No,32,No,Healthcare,847,0,Low,3,Cat_2,A
463041,Female,Yes,43,Yes,Artist,565,,Average,4,Cat_2,B
459325,Male,Yes,26,No,Executive,1536,9,High,4,Cat_6,D
467233,Female,No,67,No,Artist,614,1,Low,2,Cat_6,B
465264,Male,Yes,88,No,Executive,1442,0,Low,1,Cat_6,A
461811,Female,No,40,Yes,Healthcare,862,8,Low,4,Cat_2,D
466370,Female,,48,Yes,Artist,661,0,Low,4,Cat_2,C
465368,Male,No,18,No,Healthcare,878,7,Low,3,Cat_1,D
461245,Male,Yes,39,Yes,,878,5,Average,3,Cat_6,A
467693,Male,Yes,61,Yes,Entertainment,708,7,High,5,Cat_6,B
467879,Female,Yes,51,Yes,Artist,590,,High,4,Cat_6,C
461499,Female,Yes,25,No,Engineer,1542,0,Average,2,Cat_4,A
465936,Male,No,35,Yes,Artist,570,6,Low,3,Cat_6,B
459748,Male,Yes,46,No,Executive,1472,0,High,2,Cat_6,C
466376,Female,Yes,53,No,Homemaker,594,2,High,3,Cat_6,B
460215,Male,Yes,48,Yes,Entertainment,627,9,Low,1,Cat_6,D
462076,Male,Yes,75,Yes,Lawyer,1019,1,Low,2,Cat_6,D
465756,Male,No,23,No,Healthcare,890,1,Low,3,Cat_4,D
463573,Male,No,29,No,Doctor,1424,1,Low,2,Cat_6,D
463455,Male,Yes,46,No,Artist,590,0,Low,2,Cat_6,B
460841,Female,No,61,Yes,Marketing,751,1,Low,1,Cat_6,D
463959,Female,No,37,No,Artist,586,1,Low,1,Cat_6,B
461792,Female,No,23,No,Healthcare,877,6,Low,5,Cat_2,D
459118,Male,No,21,No,Healthcare,873,,Low,8,Cat_6,D
462791,Female,No,33,No,Healthcare,831,7,Low,4,Cat_5,D
460852,Male,Yes,74,No,Executive,1423,0,Low,,,D
463102,Male,No,41,No,Entertainment,760,0,Low,2,Cat_6,D
463302,Female,Yes,58,Yes,Engineer,1647,,High,4,Cat_6,B
462659,Male,Yes,25,Yes,Entertainment,705,8,Average,2,Cat_6,A
463408,Male,No,33,No,Marketing,770,2,Low,3,Cat_6,D
462071,Male,Yes,43,No,Doctor,1301,0,Low,2,Cat_6,A
464806,Male,Yes,25,No,Executive,1594,1,Low,2,Cat_4,D
463664,Female,No,26,No,Engineer,1555,0,Low,1,Cat_6,A
467795,Male,No,22,No,Healthcare,826,1,Low,5,Cat_6,D
459141,Male,Yes,28,No,Artist,503,0,Average,2,Cat_6,D
465900,Female,No,36,Yes,Entertainment,792,7,Low,1,Cat_6,A
467265,Female,No,28,No,Healthcare,867,1,Low,3,Cat_4,C
464490,Male,Yes,85,Yes,Artist,500,1,High,4,Cat_6,A
461920,Male,No,30,Yes,Entertainment,627,0,Low,,Cat_6,D
460411,Male,Yes,43,Yes,Healthcare,846,7,High,2,Cat_6,A
466491,Male,Yes,82,No,Executive,1334,1,High,2,Cat_6,B
459062,Male,,48,Yes,Executive,1583,,High,5,Cat_6,B
465248,Female,No,18,No,Healthcare,862,3,Low,3,Cat_2,D
463308,Male,Yes,53,Yes,Engineer,1659,1,Low,2,Cat_3,A
463478,Male,Yes,50,Yes,Artist,669,0,Average,4,Cat_6,B
465396,Female,Yes,39,No,Engineer,1534,9,Average,6,Cat_4,D
461954,Female,Yes,35,No,Engineer,1679,2,Average,6,Cat_2,B
467287,Male,No,28,Yes,Entertainment,687,,Low,3,Cat_4,D
463800,Female,No,33,Yes,Engineer,1615,1,Low,3,Cat_6,A
459894,Female,Yes,35,Yes,Healthcare,819,1,Low,3,Cat_6,C
459778,Male,Yes,48,Yes,Entertainment,729,0,Average,4,Cat_6,B
464662,Female,Yes,50,Yes,Artist,632,1,High,3,Cat_4,C
460878,Male,Yes,47,No,Entertainment,709,0,Average,4,Cat_6,C
462187,Female,No,50,Yes,Artist,614,4,Low,1,Cat_6,C
462675,Male,Yes,56,Yes,Artist,515,,Low,4,Cat_3,A
461908,Female,No,26,No,Healthcare,876,10,Low,1,Cat_6,D
461951,Male,No,21,No,Healthcare,897,0,Low,4,Cat_6,D
465352,Male,Yes,61,Yes,Entertainment,608,1,Average,4,Cat_6,C
464258,Female,Yes,88,No,Lawyer,1002,0,High,2,Cat_6,B
464215,Male,No,72,No,Marketing,760,1,Low,2,Cat_6,D
467561,Male,Yes,61,Yes,Artist,630,1,Low,2,Cat_6,B
460322,Female,Yes,45,No,Engineer,1500,8,Low,,Cat_6,A
464665,Female,Yes,51,No,Engineer,1750,1,Average,5,Cat_4,B
460670,Male,No,42,Yes,Artist,608,6,Low,2,Cat_3,B
461486,Male,Yes,59,No,Entertainment,689,8,Average,3,Cat_6,C
459526,Female,No,45,Yes,Healthcare,887,4,Low,1,Cat_6,A
465429,Female,Yes,68,Yes,Artist,685,,Average,3,Cat_6,C
466492,Female,Yes,85,Yes,Lawyer,1050,0,High,2,Cat_6,A
459489,Male,Yes,46,Yes,Doctor,1478,1,Average,4,Cat_6,B
459681,Female,Yes,32,Yes,Artist,661,0,Average,2,Cat_6,B
462971,Female,Yes,70,Yes,Engineer,1728,0,Low,1,Cat_6,C
461233,Male,Yes,37,Yes,Entertainment,759,,Low,,Cat_3,D
461221,Female,No,30,No,Marketing,758,1,Low,4,Cat_6,B
